date,division,district,upazila,disease,cases,deaths,population
2023-06-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,10,0,200000
2023-06-27,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-06-27,Khulna,Jashore,Jashore Sadar,Dengue,19,0,200000
2023-06-27,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2023-06-28,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-06-28,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-06-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2023-06-28,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2023-06-28,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2023-06-28,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2023-06-29,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-06-29,Dhaka,Dhaka District,Dhamrai,Dengue,4,0,200000
2023-06-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-06-29,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-06-29,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2023-06-29,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-07-02,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-02,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2023-07-02,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-02,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-02,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-07-02,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2023-07-03,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-03,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2023-07-03,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-07-03,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-03,Khulna,Jashore,Jashore Sadar,Dengue,4,0,200000
2023-07-03,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-07-04,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-07-04,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2023-07-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-07-04,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-04,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-07-04,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-07-05,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-05,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2023-07-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-07-05,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-05,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2023-07-05,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-07-06,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-06,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-07-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-07-06,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-06,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-07-06,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2023-07-09,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-07-09,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2023-07-09,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-09,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-09,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2023-07-09,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-07-10,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2023-07-10,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-07-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-07-10,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-07-10,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2023-07-10,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2023-07-11,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-07-11,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-07-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-07-11,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-11,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-07-11,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-07-12,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-07-12,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-07-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-07-12,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-12,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-07-12,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-07-13,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-07-13,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-07-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-13,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-07-13,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-07-13,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-07-16,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2023-07-16,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2023-07-16,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2023-07-16,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-16,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2023-07-16,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-07-17,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-07-17,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2023-07-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-07-17,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-17,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-07-17,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-07-18,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-18,Dhaka,Dhaka District,Dhamrai,Dengue,16,0,200000
2023-07-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-07-18,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-18,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2023-07-18,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-07-19,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2023-07-19,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2023-07-19,Dhaka,Dhaka District,Dhamrai,Diarrhea,0,0,200000
2023-07-19,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-19,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-07-19,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-07-20,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-07-20,Dhaka,Dhaka District,Dhamrai,Dengue,17,0,200000
2023-07-20,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-20,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-07-20,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-07-20,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-07-23,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-23,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2023-07-23,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-07-23,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-23,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-07-23,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-07-24,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-07-24,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2023-07-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-24,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-07-24,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-07-24,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-07-25,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-25,Dhaka,Dhaka District,Dhamrai,Dengue,13,0,200000
2023-07-25,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-25,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-07-25,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-07-25,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-07-26,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-07-26,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2023-07-26,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-07-26,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-07-26,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-07-26,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-07-27,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-07-27,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2023-07-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2023-07-27,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-27,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-07-27,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2023-07-30,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2023-07-30,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2023-07-30,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2023-07-30,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-07-30,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2023-07-30,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2023-07-31,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-07-31,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2023-07-31,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2023-07-31,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-07-31,Khulna,Jashore,Jashore Sadar,Dengue,13,0,200000
2023-07-31,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-08-01,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-01,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-08-01,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-08-01,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2023-08-01,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2023-08-01,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-08-02,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-08-02,Dhaka,Dhaka District,Dhamrai,Dengue,13,0,200000
2023-08-02,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2023-08-02,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-02,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-08-02,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2023-08-03,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-03,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-08-03,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-08-03,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-08-03,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-08-03,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-08-06,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-08-06,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2023-08-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-06,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-06,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2023-08-06,Khulna,Jashore,Jashore Sadar,Diarrhea,9,0,200000
2023-08-07,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-07,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2023-08-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-08-07,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-07,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2023-08-07,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2023-08-08,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-08-08,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2023-08-08,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-08-08,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-08-08,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-08-08,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-08-09,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-08-09,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2023-08-09,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2023-08-09,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-09,Khulna,Jashore,Jashore Sadar,Dengue,12,0,200000
2023-08-09,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-08-10,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-10,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2023-08-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-08-10,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-10,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2023-08-10,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-08-13,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-13,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-08-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,9,0,200000
2023-08-13,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-13,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-08-13,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-08-14,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-14,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-08-14,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2023-08-14,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-08-14,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2023-08-15,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-15,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2023-08-15,Dhaka,Dhaka District,Dhamrai,Diarrhea,1,0,200000
2023-08-15,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-08-15,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-08-15,Khulna,Jashore,Jashore Sadar,Diarrhea,8,0,200000
2023-08-16,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-16,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-16,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-16,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-16,Khulna,Jashore,Jashore Sadar,Dengue,5,0,200000
2023-08-16,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-08-17,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-17,Dhaka,Dhaka District,Dhamrai,Dengue,18,0,200000
2023-08-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-08-17,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-17,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2023-08-17,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-08-20,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-20,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2023-08-20,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-08-20,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-08-20,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-08-20,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-08-21,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-08-21,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2023-08-21,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2023-08-21,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-21,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2023-08-21,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-08-22,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-22,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2023-08-22,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-22,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-22,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2023-08-22,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-08-23,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-23,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-23,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-08-23,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-23,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2023-08-23,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-08-24,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-08-24,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-24,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-08-24,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-24,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-08-24,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-08-27,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-27,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-27,Dhaka,Dhaka District,Dhamrai,Diarrhea,4,0,200000
2023-08-27,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-27,Khulna,Jashore,Jashore Sadar,Dengue,14,0,200000
2023-08-27,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-08-28,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-08-28,Dhaka,Dhaka District,Dhamrai,Dengue,8,0,200000
2023-08-28,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-28,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-28,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-08-28,Khulna,Jashore,Jashore Sadar,Diarrhea,1,0,200000
2023-08-29,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-08-29,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2023-08-29,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-29,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-08-29,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-08-29,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-08-30,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
2023-08-30,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2023-08-30,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-08-30,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-08-30,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-08-30,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-08-31,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-08-31,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2023-08-31,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-08-31,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-08-31,Khulna,Jashore,Jashore Sadar,Dengue,9,0,200000
2023-08-31,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-09-03,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-03,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2023-09-03,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-09-03,Khulna,Jashore,Jashore Sadar,Measles,4,0,200000
2023-09-03,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2023-09-03,Khulna,Jashore,Jashore Sadar,Diarrhea,5,0,200000
2023-09-04,Dhaka,Dhaka District,Dhamrai,Measles,5,0,200000
2023-09-04,Dhaka,Dhaka District,Dhamrai,Dengue,14,0,200000
2023-09-04,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-09-04,Khulna,Jashore,Jashore Sadar,Measles,1,0,200000
2023-09-04,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-09-04,Khulna,Jashore,Jashore Sadar,Diarrhea,3,0,200000
2023-09-05,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-05,Dhaka,Dhaka District,Dhamrai,Dengue,6,0,200000
2023-09-05,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-09-05,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-09-05,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2023-09-05,Khulna,Jashore,Jashore Sadar,Diarrhea,7,0,200000
2023-09-06,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-06,Dhaka,Dhaka District,Dhamrai,Dengue,5,0,200000
2023-09-06,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-09-06,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-09-06,Khulna,Jashore,Jashore Sadar,Dengue,8,0,200000
2023-09-06,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-09-07,Dhaka,Dhaka District,Dhamrai,Measles,4,0,200000
2023-09-07,Dhaka,Dhaka District,Dhamrai,Dengue,15,0,200000
2023-09-07,Dhaka,Dhaka District,Dhamrai,Diarrhea,6,0,200000
2023-09-07,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-09-07,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-09-07,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-09-10,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-10,Dhaka,Dhaka District,Dhamrai,Dengue,7,0,200000
2023-09-10,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-09-10,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-09-10,Khulna,Jashore,Jashore Sadar,Dengue,15,0,200000
2023-09-10,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-09-11,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-09-11,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2023-09-11,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-09-11,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-09-11,Khulna,Jashore,Jashore Sadar,Dengue,16,0,200000
2023-09-11,Khulna,Jashore,Jashore Sadar,Diarrhea,4,0,200000
2023-09-12,Dhaka,Dhaka District,Dhamrai,Measles,0,0,200000
2023-09-12,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2023-09-12,Dhaka,Dhaka District,Dhamrai,Diarrhea,7,0,200000
2023-09-12,Khulna,Jashore,Jashore Sadar,Measles,0,0,200000
2023-09-12,Khulna,Jashore,Jashore Sadar,Dengue,7,0,200000
2023-09-12,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-09-13,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-13,Dhaka,Dhaka District,Dhamrai,Dengue,11,0,200000
2023-09-13,Dhaka,Dhaka District,Dhamrai,Diarrhea,0,0,200000
2023-09-13,Khulna,Jashore,Jashore Sadar,Measles,3,0,200000
2023-09-13,Khulna,Jashore,Jashore Sadar,Dengue,11,0,200000
2023-09-13,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-09-14,Dhaka,Dhaka District,Dhamrai,Measles,1,0,200000
2023-09-14,Dhaka,Dhaka District,Dhamrai,Dengue,10,0,200000
2023-09-14,Dhaka,Dhaka District,Dhamrai,Diarrhea,5,0,200000
2023-09-14,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-09-14,Khulna,Jashore,Jashore Sadar,Dengue,10,0,200000
2023-09-14,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-09-17,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-09-17,Dhaka,Dhaka District,Dhamrai,Dengue,9,0,200000
2023-09-17,Dhaka,Dhaka District,Dhamrai,Diarrhea,2,0,200000
2023-09-17,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-09-17,Khulna,Jashore,Jashore Sadar,Dengue,19,0,200000
2023-09-17,Khulna,Jashore,Jashore Sadar,Diarrhea,6,0,200000
2023-09-18,Dhaka,Dhaka District,Dhamrai,Measles,2,0,200000
2023-09-18,Dhaka,Dhaka District,Dhamrai,Dengue,12,0,200000
2023-09-18,Dhaka,Dhaka District,Dhamrai,Diarrhea,3,0,200000
2023-09-18,Khulna,Jashore,Jashore Sadar,Measles,2,0,200000
2023-09-18,Khulna,Jashore,Jashore Sadar,Dengue,6,0,200000
2023-09-18,Khulna,Jashore,Jashore Sadar,Diarrhea,2,0,200000
2023-09-19,Dhaka,Dhaka District,Dhamrai,Measles,3,0,200000
